367412350,2017-01-01T00:13:35,44.21037,-69.06173,0.0,40.6,511.0,GIZMO,,WDE9010,1019,,11.22,4,,
367485810,2017-01-01T00:00:14,41.58101,-69.66085,4.8,-149.4,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
368065000,2017-01-01T00:17:04,43.64828,-70.25653,0.0,45.0,511.0,PROVIDIAN,IMO8943052,WDF3691,1001,,34.44,12.19,5.5,
367485810,2017-01-01T00:04:14,41.57813,-69.66358,2.4,144.6,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
366922220,2017-01-01T00:05:27,43.65115,-70.25393,0.0,0.0,511.0,,,,,,,,,
367485810,2017-01-01T00:09:44,41.57782,-69.65396,4.3,84.6,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
367659690,2017-01-01T00:11:52,44.52130,-67.61935,0.0,-53.8,511.0,FORTPOINT,,WDH8412,52,under way using engine,0,0,3.9,52
220603000,2017-01-01T00:10:43,43.53950,-70.07967,7.3,-131.6,274.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
367659690,2017-01-01T00:18:52,44.52132,-67.61933,0.0,-71.4,511.0,FORTPOINT,,WDH8412,52,under way using engine,0,0,3.9,52
220603000,2017-01-01T00:00:03,43.53683,-70.05150,7.1,-132.6,273.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
367659690,2017-01-01T00:15:31,44.52128,-67.61939,0.0,-80.2,511.0,FORTPOINT,,WDH8412,52,under way using engine,0,0,3.9,52
367659690,2017-01-01T00:17:10,44.52130,-67.61933,0.0,-51.4,511.0,FORTPOINT,,WDH8412,52,under way using engine,0,0,3.9,52
220603000,2017-01-01T00:11:44,43.53980,-70.08239,7.3,-128.6,274.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
366910960,2017-01-01T00:17:28,43.94189,-69.09130,8.6,76.4,81.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
367403140,2017-01-01T00:19:57,44.11111,-69.10348,0.0,-103.8,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367344360,2017-01-01T00:09:17,44.45160,-68.89685,0.0,-53.7,511.0,FORT POINT,,WDE3797,31,under way using engine,15,25,4.0,31
367344360,2017-01-01T00:17:17,44.45161,-68.89681,0.0,-53.5,511.0,FORT POINT,,WDE3797,31,under way using engine,15,25,4.0,31
367344360,2017-01-01T00:20:57,44.45160,-68.89687,0.0,-54.1,511.0,FORT POINT,,WDE3797,31,under way using engine,15,25,4.0,31
367344360,2017-01-01T00:23:17,44.45160,-68.89684,0.0,-75.7,511.0,FORT POINT,,WDE3797,31,under way using engine,15,25,4.0,31
367344360,2017-01-01T00:03:17,44.45159,-68.89683,0.0,-50.7,511.0,FORT POINT,,WDE3797,31,under way using engine,15,25,4.0,31
220603000,2017-01-01T00:20:41,43.54383,-70.10667,7.3,-119.6,292.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
220603000,2017-01-01T00:22:47,43.54583,-70.11183,7.3,-110.6,300.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
220603000,2017-01-01T00:07:14,43.53856,-70.07031,6.9,-132.6,273.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
220603000,2017-01-01T00:09:34,43.53913,-70.07646,7.1,-131.6,274.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
220603000,2017-01-01T00:18:33,43.54267,-70.10100,7.3,-123.6,279.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
366909530,2017-01-01T00:06:49,43.65767,-70.24793,0.0,-90.5,511.0,RODERICK MCALLISTER,IMO6807216,WDB5428,1025,under way using engine,32,8.89,3.8,52
